Date,Close,High,Low,Open,Volume
,MSFT,MSFT,MSFT,MSFT,MSFT
2015-01-02,39.99870681762695,40.56327357006327,39.81052007555399,39.913167686058216,27913900
2015-01-05,39.63088607788086,39.9730458684429,39.562452161903224,39.66509977276096,39673900
2015-01-06,39.049198150634766,39.9901413476903,38.95510317830768,39.67364274695092,36447900
2015-01-07,39.54533767700195,39.74208026089452,38.91234036588819,39.33148661671331,29114100
2015-01-08,40.70869064331055,40.8455552003686,39.964489818251685,39.990150902978684,29645200
2015-01-09,40.36652374267578,40.90542931195018,40.11845900021701,40.725795209894756,23944200
2015-01-12,39.861839294433594,40.66592142925426,39.656544088642946,40.56327056325048,23651900
2015-01-13,39.65653610229492,40.982411854964695,39.39991551518268,40.17833314518425,35270600
2015-01-14,39.31437683105469,39.553892229515114,39.023539268223395,39.31437683105469,29719600
2015-01-15,38.90377426147461,39.67363918122377,38.84389624139494,39.53677466916918,32750800
2015-01-16,39.55389404296875,39.588107733081905,38.6386084913913,38.75836782766626,35695300
2015-01-20,39.68220138549805,39.904608310833325,38.980770183640296,39.60521487489863,36161900
2015-01-21,39.280155181884766,39.46834513036057,38.903778548040876,39.297263655665084,39081100
2015-01-22,40.315189361572266,40.32374196536547,39.417015860357544,39.67363639454645,35898000
2015-01-23,40.35796356201172,40.537597630353886,40.03290910755387,40.511936552907144,26211600
2015-01-26,40.212554931640625,40.31520579765155,39.55389648850038,40.204002324360616,42525500
2015-01-27,36.491554260253906,36.953473453409934,36.02108245823606,36.739622337664635,169164000
2015-01-28,35.234100341796875,36.60274911749204,35.20843925815721,36.5599795570565,84507100
2015-01-29,35.9355354309082,36.02963043182811,34.891944339244965,35.01170042655807,63585300
2015-01-30,34.558326721191406,35.567703813695935,34.51555390598257,35.5420394719491,78004900
2015-02-02,35.31108474731445,35.38807125674468,34.41291097936716,34.720857017088086,50352500
2015-02-03,35.584815979003906,35.86710095163727,35.114344287723256,35.610480325766765,52082400
2015-02-04,35.790103912353516,36.106602482413784,35.37951037908705,35.87564300811877,41614800
2015-02-05,36.311912536621094,36.47443817598829,35.807223878144825,36.11516994272131,36548200
2015-02-06,36.27770233154297,36.602756933862054,36.0552986119198,36.508661922945294,34616600
2015-02-09,36.234920501708984,36.55997499404427,36.10660857330856,36.13227291685338,31381100
2015-02-10,36.44021224975586,36.58563263916217,36.08094410494188,36.559971561134766,29670700
2015-02-11,36.25202178955078,36.482981257020015,36.106601415318785,36.482981257020015,38262500
2015-02-12,36.85936737060547,36.85936737060547,36.363231364785925,36.49154330094149,33268800
2015-02-13,37.526580810546875,37.526580810546875,36.910692014155195,37.107434585804704,40264900
2015-02-17,37.54381561279297,37.90564060476342,37.20783103782401,37.8797969014314,33695700
2015-02-18,37.50072479248047,37.647180059687784,37.38011650556229,37.5868759162287,27111700
2015-02-19,37.47489547729492,37.500739181170715,37.087223487505064,37.19921834818449,27603400
2015-02-20,37.7850456237793,37.80227586086503,37.293995368996804,37.48352140427649,29721100
2015-02-23,38.03485870361328,38.069315872946206,37.604112866817346,37.64718679323095,32518800
2015-02-24,37.983177185058594,38.16408969144598,37.836721856318285,38.0348678810253,25271700
2015-02-25,37.89703369140625,37.983181574976605,37.73334811175903,37.862573223445665,29759800
2015-02-26,37.95732879638672,38.10378082072443,37.81087348571869,37.89702463503233,28957300
2015-02-27,37.77640914916992,38.07793321132813,37.61272691176745,38.017629056162484,33807700
2015-03-02,37.80225372314453,38.06931402574857,37.517959907215335,37.621337982857874,31924000
2015-03-03,37.285362243652344,37.7591853397314,37.12167999267156,37.52658217065539,31748600
2015-03-04,37.095829010009766,37.225050776577994,36.940760261064206,37.05275180149075,25748700
2015-03-05,37.138919830322266,37.25091470803583,36.88908636708859,37.10445936235946,23193500
2015-03-06,36.4927864074707,37.13890513767003,36.31187395173404,37.04414053142803,36248800
2015-03-09,36.91493225097656,37.15615225460466,36.34634764139747,36.34634764139747,32108000
2015-03-10,36.208499908447266,36.79431460515931,36.208499908447266,36.48417702615523,39159700
2015-03-11,36.16542434692383,36.5014056136098,36.04481602414736,36.44971821032292,32215300
2015-03-12,35.338401794433594,35.881142667849765,35.20056320760279,35.60546549418815,59992500
2015-03-13,35.64854431152344,35.72607873261473,34.985194994704976,35.06272941579626,58007700
2015-03-16,35.80360412597656,35.87252176827398,35.56238416210872,35.72606972443525,35273500
2015-03-17,35.924217224121094,36.036212104814,35.4503972791866,35.63992328536168,31673400
2015-03-18,36.613399505615234,36.89769336156794,35.60545573195799,35.69160359273322,44194800
2015-03-19,36.43247985839844,36.6909266762071,36.37217571045407,36.40663287618686,33879100
2015-03-20,36.940773010253906,37.02692088436452,36.60479170035946,36.66509586950304,71904500
2015-03-23,36.92354202270508,37.15614522164154,36.85462109576212,36.940772254440816,26246100
2015-03-24,36.9579963684082,37.190596242511035,36.82877129494651,36.8546149951068,25513300
2015-03-25,35.71744155883789,36.98383528414668,35.700211332183315,36.97521852765454,43469900
2015-03-26,35.502071380615234,35.84666936750184,35.252238004438944,35.51068813776888,37495600
2015-03-27,35.295318603515625,35.6916040260209,35.17471028243404,35.4245403962472,34401400
2015-03-30,35.28670883178711,35.7863757310007,35.243634892348574,35.40731717674738,35049700
2015-03-31,35.02824783325195,35.34699880060895,34.9248697628742,35.131625903629704,34887200
2015-04-01,35.07993698120117,35.114394145604116,34.72672557701766,34.976555629003954,36865300
2015-04-02,34.70950698852539,35.09717897341405,34.56305166697609,35.02825804884249,37487500
2015-04-06,35.79499435424805,35.99313713323722,34.61475115490761,34.75258975274057,39223700
2015-04-07,35.77775192260742,36.105119713240015,35.58822596915089,35.846672841195456,28809400
2015-04-08,35.6829948425293,35.91559806241754,35.35563026905486,35.71745530910481,24753400
2015-04-09,35.73468017578125,35.855288504351684,35.53653745222547,35.53653745222547,25723900
2015-04-10,35.941444396972656,36.13958714665488,35.674380715402215,35.863909991763876,28022000
2015-04-13,35.97589874267578,36.234348930566895,35.657147673628906,35.66576443260162,30276700
2015-04-14,35.881134033203125,36.20849854419041,35.6571443295483,36.010355828699055,24244400
2015-04-15,36.406646728515625,36.57894576805582,35.90698312881299,35.97590077283056,27343600
2015-04-16,36.32049560546875,36.47556439856129,36.02758825033067,36.13958310897097,22509700
2015-04-17,35.855289459228516,35.95867084618249,35.459004001563315,35.89836339396072,42387600
2015-04-20,36.966617584228516,37.190604033980016,35.90698293337058,35.95005687143847,46057700
2015-04-21,36.73401641845703,37.173379155649904,36.639251777637746,37.04415404792706,26013800
2015-04-22,37.035545349121094,37.156153712501805,36.656486736974365,36.759864864681916,25064300
2015-04-23,37.337059020996094,37.56966222800407,36.871852606980134,36.949387009316126,46309500
