Date,Close,High,Low,Open,Volume
,GOOG,GOOG,GOOG,GOOG,GOOG
2015-01-02,26.014020919799805,26.334234358573397,25.9788278167037,26.222208384206322,28951268
2015-01-05,25.47174072265625,25.990226995499043,25.43159127475517,25.937188010557513,41196796
2015-01-06,24.881383895874023,25.586000659489585,24.836278093168957,25.527756931401218,57998800
2015-01-07,24.838754653930664,25.143302703865842,24.766880024812913,25.131207622241284,41301082
2015-01-08,24.917072296142578,24.95672687186251,24.338112456906735,24.68459606613181,67071641
2015-01-09,24.59438133239746,25.028103469518907,24.525976529095427,25.020174071636347,41427428
2015-01-12,24.414945602416992,24.584767845399817,24.167598410527358,24.533414463733465,46535413
2015-01-13,24.594879150390625,24.93194306736318,24.40701383102922,24.72673052899069,47409807
2015-01-14,24.827356338500977,24.944336780594682,24.4372515165079,24.519040746768436,44714427
2015-01-15,24.872957229614258,25.06577889150831,24.67319592189168,25.060325770906438,54316718
2015-01-16,25.184741973876953,25.190195094338197,24.784227719916743,24.78472449236488,45965854
2015-01-20,25.126251220703125,25.40383324859046,25.082432857989996,25.32948234175057,44640224
2015-01-21,25.678443908691406,25.739909068892977,25.09155278452715,25.14360012535243,45374234
2015-01-22,26.4888858795166,26.58504926497278,25.760727479566317,25.84895767487425,53538588
2015-01-23,26.764488220214844,26.874530903355588,26.419987898996922,26.5483713453408,45634948
2015-01-26,26.52953338623047,26.717398694813564,26.25492629933408,26.69410158389865,30874534
2015-01-27,25.70768928527832,26.305981532672384,25.685878699930655,26.269794883853795,38080263
2015-01-28,25.2799129486084,25.92380776106642,25.2799129486084,25.91339829290779,33676205
2015-01-29,25.31262969970703,25.33394351391311,24.843712514626496,25.32948393816249,83727244
2015-01-30,26.495332717895508,26.76052388911125,25.553531765144804,25.57038600337033,112127002
2015-02-02,26.195940017700195,26.419988189619453,25.70372383268849,26.357036500814985,56996054
2015-02-03,26.23360824584961,26.439812402839518,25.937188703632813,26.172143089420437,40773638
2015-02-04,25.91240692138672,26.403730031575442,25.838550890775853,26.233610120442044,33273101
2015-02-05,26.151325225830078,26.1969296927149,25.87919443002473,25.96346182241464,36995292
2015-02-06,26.320850372314453,26.628174278084884,26.093330493283066,26.15430077729601,35270570
2015-02-09,26.163721084594727,26.37042204689416,26.074002457487587,26.17214725600654,25355423
2015-02-10,26.61528778076172,26.652960956068355,26.118612024639194,26.23658410649554,34997823
2015-02-11,26.56720542907715,26.69013574768307,26.438723394197698,26.53399372749,27555446
2015-02-12,26.912202835083008,27.005888054956976,26.502917308331845,26.630656091228207,32404724
2015-02-13,27.213581085205078,27.258192011892717,26.922117848232237,26.933024089744787,38006060
2015-02-17,26.90774154663086,27.262651322486604,26.82099597819496,27.105519546586716,32336537
2015-02-18,26.752098083496094,27.039099845009893,26.64354192258843,26.836365483618696,29061570
2015-02-19,26.90922737121582,26.921123364269324,26.668324979531583,26.669811504643786,19782163
2015-02-20,26.714921951293945,26.952851317265857,26.55877991608825,26.92211778662045,28887092
2015-02-23,26.3659610748291,26.590456735061668,26.242039091165086,26.57117361965149,29157834
2015-02-24,26.573156356811523,26.607854587348502,26.184539966953704,26.27128364721798,20101036
2015-02-25,26.958799362182617,27.075284923200982,26.54118435794372,26.563738207513403,36519991
2015-02-26,27.53428840637207,27.567005235866397,26.841323015135846,26.92608529538589,46230579
2015-02-27,27.679027557373047,27.99180459869573,27.40639996955429,27.472823377117432,48203982
2015-03-02,28.32044219970703,28.36059165033364,27.69637468700627,27.784606778409266,42592618
2015-03-03,28.434450149536133,28.521193821500436,28.08152177679033,28.276326725560455,34095352
2015-03-04,28.421066284179688,28.606451521077684,28.155380246775756,28.3467134804433,37536775
2015-03-05,28.518220901489258,28.64610757034269,28.42304916242466,28.502853189310144,27792094
2015-03-06,28.13926887512207,28.585137305033793,28.09341791692836,28.49591356259225,33182854
2015-03-09,28.197017669677734,28.2674038770577,27.933561424242914,28.09837421191838,21242161
2015-03-10,27.510990142822266,27.998742935495084,27.497110851870268,27.969002952082228,35846146
2015-03-11,27.32114028930664,27.6661373536357,27.29635665491839,27.51743175515038,36415706
2015-03-12,27.535776138305664,27.5784037675305,27.28545400335806,27.436639691636305,27792094
2015-03-13,27.129810333251953,27.67902832737105,26.97614836860582,27.43614261367685,34071287
2015-03-16,27.4862060546875,27.602196736284004,27.064377975805936,27.309741858218025,32819860
2015-03-17,27.304290771484375,27.451013087641545,27.16351645235216,27.34741517197388,36110871
2015-03-18,27.733552932739258,27.74743222426898,27.113946850231436,27.386572540574274,42690887
2015-03-19,27.658706665039062,27.797992567759383,27.56725123035608,27.728101230158327,23945563
2015-03-20,27.776180267333984,27.84359532268073,27.711247178164957,27.840125499834873,52337299
2015-03-23,27.69934844970703,27.87531776069386,27.551634493082755,27.779651145181663,32876014
2015-03-24,28.263439178466797,28.481541252864698,27.818315878177728,27.885232267314727,51665459
2015-03-25,27.698110580444336,28.3660457763184,27.69588079269411,28.278805330590778,43045859
2015-03-26,27.5189208984375,27.703809356569916,27.294868950004247,27.638874374612385,31452115
2015-03-27,27.180370330810547,27.52437580139735,27.169960861409006,27.411360059379348,37949906
2015-03-30,27.3632755279541,27.434653382505594,27.17194040560995,27.342951468372817,25750504
2015-03-31,27.163515090942383,27.49611940775248,27.10006663239266,27.262651529853184,31760961
2015-04-01,26.89386558532715,27.319161621301465,26.742185014894133,27.19325823445079,39261497
2015-04-02,26.54539680480957,26.809101451200476,26.46197316046422,26.809101451200476,34327989
2015-04-06,26.606611251831055,26.688152083478297,26.249966576339382,26.38132306360499,26488525
2015-04-07,26.619251251220703,26.900304995482962,26.56869233163848,26.671795364457626,26057345
2015-04-08,26.846773147583008,26.95780748297736,26.686668310139382,26.686668310139382,23570536
2015-04-09,26.805633544921875,26.86362888998394,26.543417301092372,26.818024416206427,31157308
2015-04-10,26.76746368408203,26.880479419826127,26.633629010690584,26.880479419826127,28189181
2015-04-13,26.7258243560791,26.968215176324634,26.633627562993798,26.6881530782381,32906096
2015-04-14,26.290613174438477,26.64651459246075,26.176706290793547,26.581084734103374,52082601
2015-04-15,26.396690368652344,26.505741401229518,25.93520962194962,26.206843658497913,46376979
2015-04-16,26.45964241027832,26.548371279577182,26.251951706876543,26.266325874714706,25997180
