Date,Close,High,Low,Open,Volume
,IBM,IBM,IBM,IBM,IBM
2015-01-02,99.33113861083984,100.09730470898342,98.6814362553659,98.87144677816069,5779673
2015-01-05,97.7681655883789,98.84692005472593,97.57203108070426,98.84692005472593,5104898
2015-01-06,95.6596908569336,98.0439837522226,95.10806070241637,97.86623104051837,6429448
2015-01-07,95.03451538085938,96.35231172723412,94.40932859550631,96.35231172723412,4918083
2015-01-08,97.1000747680664,97.48008600003058,95.34096858456525,95.76388699282997,4431693
2015-01-09,97.52299499511719,98.27689346663864,96.38295149520512,97.10007657896512,4694762
2015-01-12,95.88648223876953,97.6088151700241,95.46969758710263,97.45557803774285,4380230
2015-01-13,96.11328125,98.05014060106653,95.4206716079722,96.38909639212535,4578865
2015-01-14,95.49420928955078,95.9171277136912,94.23157802382642,94.91805373937268,4906054
2015-01-15,94.74030303955078,96.21133643671766,94.4890035389428,96.0397175041746,4443826
2015-01-16,96.31553649902344,96.61586719744952,94.28061503614694,94.28061503614694,6020776
2015-01-20,96.1990737915039,96.4319816943734,94.4093182122878,96.04583666992511,8778869
2015-01-21,93.22024536132812,94.69740271971531,92.59505863252437,93.79639112323476,12444367
2015-01-22,95.24290466308594,95.44516318007672,93.01797293136728,93.12830287354973,6401625
2015-01-23,95.53713989257812,96.59751299899146,94.93647832406958,95.02228292695864,5057201
2015-01-26,95.83744812011719,97.73752393606638,95.47581867306617,97.0020072456879,8250953
2015-01-27,94.1886978149414,95.05905050473413,93.52673750216024,94.96711211589015,5919942
2015-01-28,92.8893051147461,94.71582511709717,92.8893051147461,94.3909787088122,4702711
2015-01-29,95.29805755615234,95.35935631489188,91.64500958420184,92.7850530167698,8703557
2015-01-30,93.96800994873047,95.15096063548697,93.80252481106177,94.33577317764859,6865526
2015-02-02,94.79547119140625,94.79547119140625,92.86474590714977,94.39094433069846,4928961
2015-02-03,97.1307144165039,97.21039497189638,94.85061790490305,94.85061790490305,5794212
2015-02-04,96.20519256591797,97.27782301036065,96.04583144648734,96.35842967916298,3847711
2015-02-05,96.7874984741211,97.20429297045511,96.32167278389844,96.40748715596372,5495266
2015-02-06,96.73191833496094,97.57135456574838,96.42948091816508,97.11460510671506,3406299
2015-02-09,96.13323974609375,97.21338496521493,95.91720873199259,96.28754198394621,3198354
2015-02-10,97.86763763427734,97.86763763427734,95.71968150693291,96.7442745880042,4644868
2015-02-11,97.64542388916016,98.19475667031679,97.00968463363883,97.37384098124929,3793528
2015-02-12,97.84294128417969,98.44782605372778,97.57753517391446,97.96638896495374,3486423
2015-02-13,99.00334167480469,99.25022719989032,97.91701975083048,98.00342623662618,3877417
2015-02-17,99.34899139404297,99.62674131542084,98.58980433505647,98.60214811924766,3027647
2015-02-18,100.10816192626953,100.28098472779911,99.15146462678015,99.90447474366532,4558886
2015-02-19,101.15746307373047,101.527796280286,99.64525601178413,100.02176603576119,3665602
2015-02-20,101.00932312011719,101.43520825811314,100.04644894677575,101.00314630298311,3507238
2015-02-23,100.55257415771484,101.47224017037477,100.29951183008873,101.36731308957651,2839262
2015-02-24,101.73765563964844,101.83640590280008,99.68845961127273,100.29333452722558,4917874
2015-02-25,100.49083709716797,101.81787726182466,100.34886884176088,101.8055236297186,4188812
2015-02-26,99.29342651367188,101.31175810848993,98.61447906600417,101.0648726054211,7437897
2015-02-27,99.9538803100586,100.16991131930969,98.8552145124518,99.29344349760962,4612860
2015-03-02,99.0527114868164,99.9538667557057,98.63917012712868,99.9538667557057,6190123
2015-03-03,99.39218139648438,99.83657724890416,98.75643229561854,98.92308812881262,3383182
2015-03-04,98.39844512939453,99.10208012103344,97.96638319781177,99.089736338821,3800746
2015-03-05,99.48481750488281,99.68232797208465,98.57131804841652,98.67007820771117,3966118
2015-03-06,97.8305892944336,99.64524345085026,97.55901624117205,98.87370289927271,4749049
2015-03-09,99.2317123413086,99.46625407299778,97.64543276392595,97.64543276392595,5432819
2015-03-10,97.40470123291016,98.89839731171715,97.40470123291016,98.50954356510437,4812646
2015-03-11,96.78133392333984,98.22564544455783,96.25051175774549,97.8738229402453,5972555
2015-03-12,97.5096435546875,97.96639309684751,96.45418603488898,96.45418603488898,4777396
2015-03-13,95.22589111328125,97.2257019441253,94.682725318695,97.18867059941677,6343049
2015-03-16,96.9541244506836,96.96029141549448,95.54684475387735,95.70114694210898,3922082
2015-03-17,96.88011169433594,97.08379898364986,95.89872631640193,96.41101817260731,3464038
2015-03-18,98.63916778564453,99.18850059691506,96.16408665209067,96.8121697251914,6002785
2015-03-19,98.63916778564453,99.32429205831447,98.02193924367431,98.57127205494484,4057016
2015-03-20,100.5340576171875,100.60813016928402,98.97247542234408,99.34280862867635,9420694
2015-03-23,101.61418914794922,102.05859480400981,100.44145117906308,100.46614859166188,6202885
2015-03-24,100.60812377929688,101.77468512681112,100.54640486595596,101.7129563620874,4546021
2015-03-25,98.26265716552734,100.6574987705804,98.26265716552733,100.6574987705804,5678629
2015-03-26,99.12060546875,99.52797985542453,98.08365875354943,98.30586654678388,4598216
2015-03-27,99.00334167480469,99.31195596969944,98.281185998,99.24406023373957,3637883
2015-03-30,100.40443420410156,100.97845456438178,99.52797639855804,99.56500774568327,4328348
2015-03-31,99.06504821777344,100.19457816923357,99.00332930705802,99.42303760268766,4451148
2015-04-01,98.25032043457031,99.13913195753788,97.76270650501516,98.89841340149044,3871037
2015-04-02,99.03419494628906,100.3242040617037,98.0713207228198,98.4601745324042,4886494
2015-04-06,100.01559448242188,100.48468783272743,97.95405446817608,98.56510626143066,3625122
2015-04-07,100.03411102294922,101.1265999062642,99.75635126330678,99.78721564801896,3292808
2015-04-08,99.89832305908203,100.94761366229851,99.37985457518651,99.81808353712022,2640418
2015-04-09,100.20079803466797,100.28103758665091,99.200892044893,99.80577709477696,2367621
2015-04-10,100.52174377441406,100.81184740040705,99.52801472791973,100.20078560629223,2631422
2015-04-13,100.22540283203125,101.22531784732612,100.21305905356657,100.21923586848864,4046869
2015-04-14,100.17606353759766,100.44764646368789,99.24405374767387,100.25013608625089,2844388
2015-04-15,101.30560302734375,101.81790454453157,100.29952059470867,100.37976011661114,3659745
2015-04-16,100.6883544921875,101.21299968957116,100.32418830684718,100.79945837787349,3281197
2015-04-17,99.16999816894531,99.90449770711933,98.77497734647554,99.83660196397848,4512862
2015-04-20,102.55856323242188,102.85483372955117,99.92917981031988,100.05261764130445,10051223
2015-04-21,101.38582611083984,103.31157432426411,101.25621147382314,102.50300241863067,10129046
2015-04-22,102.06476593017578,102.459796479908,100.5402153747054,101.466058066403,4209941
2015-04-23,105.07685089111328,106.10762079699629,101.92898922473661,101.9845411734643,8614438
2015-04-24,104.79293060302734,105.45335744623647,104.15100465648355,105.07068048619145,4067266
2015-04-27,105.37930297851562,105.8483963040169,105.11388700574003,105.47805324616846,3314356
2015-04-28,107.34825897216797,107.82351926100533,104.94106358967313,105.44102129666682,6084268
2015-04-29,107.64451599121094,108.09508865683058,106.65694448432652,107.02728749367648,4726246
2015-04-30,105.72492218017578,107.57043063635429,105.11386072065224,107.25564945985084,5295793
2015-05-01,107.19391632080078,107.39760346564147,106.42238574803582,106.90382271690623,3464457
2015-05-04,107.37911987304688,108.81726431100117,107.21247386175499,107.6877341787776,4213288
2015-05-05,106.82976531982422,107.53957709381682,106.13847414394282,107.09518125296846,3758906
2015-05-06,105.75391387939453,108.24151281770088,105.01385577599234,107.52632911553162,3778780
2015-05-07,106.3385009765625,106.95417714186607,105.12579948372931,105.4927117872495,2585712
2015-05-08,107.38948059082031,107.7937143150644,107.1158424002749,107.55117408051794,3234860
2015-05-11,106.41934204101562,107.58229466955872,106.25764851730109,107.37084242059059,2783406
2015-05-12,106.0648422241211,106.64943023822431,105.00139726860723,106.06484222412111,3098670
2015-05-13,107.14071655273438,107.42679193984617,106.18921637548385,106.49394259540448,2570545
2015-05-14,108.24148559570312,108.45915144065727,107.72530715915104,107.89943784992721,2551299
2015-05-15,107.75020599365234,108.46538967817325,107.33975853156075,108.15443981855817,3050764
2015-05-18,107.62582397460938,107.89324859588635,107.15318058542724,107.86215063216945,2061248
2015-05-19,107.88701629638672,108.05493337573495,106.9230688326624,107.56985282553407,2639058
2015-05-20,108.06114959716797,108.48404416102404,107.2526819941618,107.79373491708708,2406114
2015-05-21,107.7999496459961,108.29747733836702,107.61338172432576,107.78751244628057,2401198
2015-05-22,107.10343170166016,107.83105258532116,107.08477093825681,107.61338669134665,2980786
2015-05-26,105.80363464355469,107.04122014740459,105.18173507378351,107.0349965857765,4031493
2015-05-27,106.9665756225586,107.26508817826772,106.02751273242187,106.44418361303492,2891562
2015-05-28,106.78628540039062,106.86713217826002,106.13328761331957,106.62459184465185,1811044
2015-05-29,105.5051498413086,106.56237134813227,105.5051498413086,106.56237134813227,4280232
2015-06-01,105.83473205566406,106.36956131550573,105.11954854669794,105.85339281451678,3122833
2015-06-02,105.5051498413086,106.00266759615573,104.74643104664335,105.51136347805289,2689684
2015-06-03,105.6730728149414,106.69298287615983,105.49271850736258,106.03377150416027,2229026
